,store_nbr,family,year,sales
4066,31,LINGERIE,2014,5309.0
4067,31,LINGERIE,2015,6563.0
4068,31,LINGERIE,2016,3759.0
4069,31,LINGERIE,2017,2402.0
4070,31,"LIQUOR,WINE,BEER",2013,10904.0
4071,31,"LIQUOR,WINE,BEER",2014,13826.0
4072,31,"LIQUOR,WINE,BEER",2015,10797.0
4073,31,"LIQUOR,WINE,BEER",2016,10337.0
4074,31,"LIQUOR,WINE,BEER",2017,5104.0
4075,31,MAGAZINES,2013,0.0
4076,31,MAGAZINES,2014,90.0
4077,31,MAGAZINES,2015,163.0
4078,31,MAGAZINES,2016,403.0
4079,31,MAGAZINES,2017,424.0
4080,31,MEATS,2013,82059.81
4081,31,MEATS,2014,109248.35
4082,31,MEATS,2015,120617.8
4083,31,MEATS,2016,116822.86
4084,31,MEATS,2017,84777.4
4085,31,PERSONAL CARE,2013,81781.0
4086,31,PERSONAL CARE,2014,97919.0
4087,31,PERSONAL CARE,2015,121061.0
4088,31,PERSONAL CARE,2016,123239.0
4089,31,PERSONAL CARE,2017,72356.0
4090,31,PET SUPPLIES,2013,0.0
4091,31,PET SUPPLIES,2014,352.0
4092,31,PET SUPPLIES,2015,338.0
4093,31,PET SUPPLIES,2016,785.0
4094,31,PET SUPPLIES,2017,1025.0
4095,31,PLAYERS AND ELECTRONICS,2013,0.0
4096,31,PLAYERS AND ELECTRONICS,2014,1289.0
4097,31,PLAYERS AND ELECTRONICS,2015,1723.0
4098,31,PLAYERS AND ELECTRONICS,2016,2973.0
4099,31,PLAYERS AND ELECTRONICS,2017,1879.0
4100,31,POULTRY,2013,34181.96
4101,31,POULTRY,2014,60502.473
4102,31,POULTRY,2015,58867.03
4103,31,POULTRY,2016,48938.26
4104,31,POULTRY,2017,29502.76
4105,31,PREPARED FOODS,2013,18663.0
4106,31,PREPARED FOODS,2014,25189.0
4107,31,PREPARED FOODS,2015,31116.822
4108,31,PREPARED FOODS,2016,30406.908
4109,31,PREPARED FOODS,2017,16379.938
4110,31,PRODUCE,2013,0.0
4111,31,PRODUCE,2014,261181.95
4112,31,PRODUCE,2015,278448.94
4113,31,PRODUCE,2016,486161.38
4114,31,PRODUCE,2017,331615.22
4115,31,SCHOOL AND OFFICE SUPPLIES,2013,0.0
4116,31,SCHOOL AND OFFICE SUPPLIES,2014,108.0
4117,31,SCHOOL AND OFFICE SUPPLIES,2015,209.0
4118,31,SCHOOL AND OFFICE SUPPLIES,2016,1067.0
4119,31,SCHOOL AND OFFICE SUPPLIES,2017,2974.0
4120,31,SEAFOOD,2013,1841.0
4121,31,SEAFOOD,2014,1684.0
4122,31,SEAFOOD,2015,1918.0
4123,31,SEAFOOD,2016,1970.0
4124,31,SEAFOOD,2017,1450.0
4125,32,AUTOMOTIVE,2013,615.0
4126,32,AUTOMOTIVE,2014,640.0
4127,32,AUTOMOTIVE,2015,692.0
4128,32,AUTOMOTIVE,2016,707.0
4129,32,AUTOMOTIVE,2017,445.0
4130,32,BABY CARE,2013,0.0
4131,32,BABY CARE,2014,11.0
4132,32,BABY CARE,2015,15.0
4133,32,BABY CARE,2016,45.0
4134,32,BABY CARE,2017,2.0
4135,32,BEAUTY,2013,76.0
4136,32,BEAUTY,2014,50.0
4137,32,BEAUTY,2015,93.0
4138,32,BEAUTY,2016,112.0
4139,32,BEAUTY,2017,105.0
4140,32,BEVERAGES,2013,90595.0
4141,32,BEVERAGES,2014,193587.0
4142,32,BEVERAGES,2015,206481.0
4143,32,BEVERAGES,2016,300120.0
4144,32,BEVERAGES,2017,220516.0
4145,32,BOOKS,2013,0.0
4146,32,BOOKS,2014,0.0
4147,32,BOOKS,2015,0.0
4148,32,BOOKS,2016,0.0
4149,32,BOOKS,2017,0.0
4150,32,BREAD/BAKERY,2013,35087.0
4151,32,BREAD/BAKERY,2014,34768.0
4152,32,BREAD/BAKERY,2015,37131.0
4153,32,BREAD/BAKERY,2016,35903.0
4154,32,BREAD/BAKERY,2017,24432.0
4155,32,CELEBRATION,2013,0.0
4156,32,CELEBRATION,2014,710.0
4157,32,CELEBRATION,2015,835.0
4158,32,CELEBRATION,2016,1468.0
4159,32,CELEBRATION,2017,766.0
4160,32,CLEANING,2013,145602.0
4161,32,CLEANING,2014,141245.0
4162,32,CLEANING,2015,156565.0
4163,32,CLEANING,2016,156882.0
4164,32,CLEANING,2017,159394.0
4165,32,DAIRY,2013,27744.0
4166,32,DAIRY,2014,52920.0
4167,32,DAIRY,2015,52667.0
4168,32,DAIRY,2016,65832.0
4169,32,DAIRY,2017,42848.0
4170,32,DELI,2013,28029.0
4171,32,DELI,2014,29830.0
4172,32,DELI,2015,38711.0
4173,32,DELI,2016,41064.0
4174,32,DELI,2017,25450.0
4175,32,EGGS,2013,18348.0
4176,32,EGGS,2014,48104.0
4177,32,EGGS,2015,50198.0
4178,32,EGGS,2016,63966.0
4179,32,EGGS,2017,44589.0
4180,32,FROZEN FOODS,2013,6806.627
4181,32,FROZEN FOODS,2014,10896.143
4182,32,FROZEN FOODS,2015,13001.535
4183,32,FROZEN FOODS,2016,11822.681
4184,32,FROZEN FOODS,2017,5351.804
4185,32,GROCERY I,2013,483341.0
4186,32,GROCERY I,2014,458760.66
4187,32,GROCERY I,2015,495706.84
4188,32,GROCERY I,2016,576906.56
4189,32,GROCERY I,2017,461972.53
4190,32,GROCERY II,2013,794.0
4191,32,GROCERY II,2014,540.0
4192,32,GROCERY II,2015,534.0
4193,32,GROCERY II,2016,595.0
4194,32,GROCERY II,2017,483.0
4195,32,HARDWARE,2013,237.0
4196,32,HARDWARE,2014,204.0
4197,32,HARDWARE,2015,191.0
4198,32,HARDWARE,2016,115.0
4199,32,HARDWARE,2017,76.0
4200,32,HOME AND KITCHEN I,2013,0.0
4201,32,HOME AND KITCHEN I,2014,2312.0
4202,32,HOME AND KITCHEN I,2015,3305.0
4203,32,HOME AND KITCHEN I,2016,3645.0
4204,32,HOME AND KITCHEN I,2017,2728.0
4205,32,HOME AND KITCHEN II,2013,0.0
4206,32,HOME AND KITCHEN II,2014,505.0
4207,32,HOME AND KITCHEN II,2015,1362.0
4208,32,HOME AND KITCHEN II,2016,1105.0
4209,32,HOME AND KITCHEN II,2017,1008.0
4210,32,HOME APPLIANCES,2013,129.0
4211,32,HOME APPLIANCES,2014,70.0
4212,32,HOME APPLIANCES,2015,53.0
4213,32,HOME APPLIANCES,2016,17.0
4214,32,HOME APPLIANCES,2017,23.0
4215,32,HOME CARE,2013,0.0
4216,32,HOME CARE,2014,22075.0
4217,32,HOME CARE,2015,22752.0
4218,32,HOME CARE,2016,36201.0
4219,32,HOME CARE,2017,21120.0
4220,32,LADIESWEAR,2013,0.0
4221,32,LADIESWEAR,2014,0.0
4222,32,LADIESWEAR,2015,0.0
4223,32,LADIESWEAR,2016,0.0
4224,32,LADIESWEAR,2017,0.0
4225,32,LAWN AND GARDEN,2013,0.0
4226,32,LAWN AND GARDEN,2014,0.0
4227,32,LAWN AND GARDEN,2015,9.0
4228,32,LAWN AND GARDEN,2016,0.0
4229,32,LAWN AND GARDEN,2017,0.0
4230,32,LINGERIE,2013,1463.0
4231,32,LINGERIE,2014,811.0
4232,32,LINGERIE,2015,848.0
4233,32,LINGERIE,2016,586.0
4234,32,LINGERIE,2017,165.0
4235,32,"LIQUOR,WINE,BEER",2013,32348.0
4236,32,"LIQUOR,WINE,BEER",2014,22943.0
4237,32,"LIQUOR,WINE,BEER",2015,34269.0
4238,32,"LIQUOR,WINE,BEER",2016,26661.0
4239,32,"LIQUOR,WINE,BEER",2017,10873.0
4240,32,MAGAZINES,2013,0.0
4241,32,MAGAZINES,2014,8.0
4242,32,MAGAZINES,2015,31.0
4243,32,MAGAZINES,2016,88.0
4244,32,MAGAZINES,2017,40.0
4245,32,MEATS,2013,23200.918
4246,32,MEATS,2014,19131.27
4247,32,MEATS,2015,19664.623
4248,32,MEATS,2016,22705.926
4249,32,MEATS,2017,15864.0205
4250,32,PERSONAL CARE,2013,40458.0
4251,32,PERSONAL CARE,2014,34220.0
4252,32,PERSONAL CARE,2015,34893.0
4253,32,PERSONAL CARE,2016,35392.0
4254,32,PERSONAL CARE,2017,22794.0
4255,32,PET SUPPLIES,2013,0.0
4256,32,PET SUPPLIES,2014,29.0
4257,32,PET SUPPLIES,2015,40.0
4258,32,PET SUPPLIES,2016,24.0
4259,32,PET SUPPLIES,2017,122.0
4260,32,PLAYERS AND ELECTRONICS,2013,0.0
4261,32,PLAYERS AND ELECTRONICS,2014,317.0
4262,32,PLAYERS AND ELECTRONICS,2015,258.0
4263,32,PLAYERS AND ELECTRONICS,2016,451.0
4264,32,PLAYERS AND ELECTRONICS,2017,324.0
4265,32,POULTRY,2013,22649.924
4266,32,POULTRY,2014,24058.547
4267,32,POULTRY,2015,23415.908
4268,32,POULTRY,2016,23065.992
4269,32,POULTRY,2017,13483.053
4270,32,PREPARED FOODS,2013,4845.0
4271,32,PREPARED FOODS,2014,3229.0
4272,32,PREPARED FOODS,2015,3919.0
4273,32,PREPARED FOODS,2016,4590.0
4274,32,PREPARED FOODS,2017,2757.0
4275,32,PRODUCE,2013,0.0
4276,32,PRODUCE,2014,39304.45
4277,32,PRODUCE,2015,38046.58
4278,32,PRODUCE,2016,69641.45
4279,32,PRODUCE,2017,51308.965
4280,32,SCHOOL AND OFFICE SUPPLIES,2013,0.0
4281,32,SCHOOL AND OFFICE SUPPLIES,2014,0.0
4282,32,SCHOOL AND OFFICE SUPPLIES,2015,0.0
4283,32,SCHOOL AND OFFICE SUPPLIES,2016,237.0
4284,32,SCHOOL AND OFFICE SUPPLIES,2017,1159.0
4285,32,SEAFOOD,2013,761.0
4286,32,SEAFOOD,2014,131.0
4287,32,SEAFOOD,2015,270.0
4288,32,SEAFOOD,2016,709.0
4289,32,SEAFOOD,2017,442.0
4290,33,AUTOMOTIVE,2013,1775.0
4291,33,AUTOMOTIVE,2014,2421.0
4292,33,AUTOMOTIVE,2015,3256.0
4293,33,AUTOMOTIVE,2016,3368.0
4294,33,AUTOMOTIVE,2017,2142.0
4295,33,BABY CARE,2013,0.0
4296,33,BABY CARE,2014,0.0
4297,33,BABY CARE,2015,8.0
4298,33,BABY CARE,2016,201.0
4299,33,BABY CARE,2017,40.0
4300,33,BEAUTY,2013,278.0
4301,33,BEAUTY,2014,348.0
4302,33,BEAUTY,2015,360.0
4303,33,BEAUTY,2016,412.0
4304,33,BEAUTY,2017,456.0
4305,33,BEVERAGES,2013,218403.0
4306,33,BEVERAGES,2014,490380.0
4307,33,BEVERAGES,2015,514064.0
4308,33,BEVERAGES,2016,618607.0
4309,33,BEVERAGES,2017,443520.0
4310,33,BOOKS,2013,0.0
4311,33,BOOKS,2014,0.0
4312,33,BOOKS,2015,0.0
4313,33,BOOKS,2016,0.0
4314,33,BOOKS,2017,0.0
4315,33,BREAD/BAKERY,2013,93029.0
4316,33,BREAD/BAKERY,2014,110915.0
4317,33,BREAD/BAKERY,2015,110085.0
4318,33,BREAD/BAKERY,2016,94580.0
4319,33,BREAD/BAKERY,2017,53586.0
4320,33,CELEBRATION,2013,0.0
4321,33,CELEBRATION,2014,1944.0
4322,33,CELEBRATION,2015,1903.0
4323,33,CELEBRATION,2016,2487.0
4324,33,CELEBRATION,2017,2143.0
4325,33,CLEANING,2013,346654.0
4326,33,CLEANING,2014,410485.0
4327,33,CLEANING,2015,428995.0
4328,33,CLEANING,2016,375219.0
4329,33,CLEANING,2017,233057.0
4330,33,DAIRY,2013,70493.0
4331,33,DAIRY,2014,165284.0
4332,33,DAIRY,2015,149964.0
4333,33,DAIRY,2016,157997.0
4334,33,DAIRY,2017,104445.0
4335,33,DELI,2013,61840.0
4336,33,DELI,2014,76550.0
4337,33,DELI,2015,81715.0
4338,33,DELI,2016,71284.0
4339,33,DELI,2017,42501.0
4340,33,EGGS,2013,44003.0
4341,33,EGGS,2014,69073.0
4342,33,EGGS,2015,66961.0
4343,33,EGGS,2016,69116.0
4344,33,EGGS,2017,37547.0
4345,33,FROZEN FOODS,2013,17432.756
4346,33,FROZEN FOODS,2014,24342.371
4347,33,FROZEN FOODS,2015,32663.146
4348,33,FROZEN FOODS,2016,35058.082
4349,33,FROZEN FOODS,2017,17397.59
4350,33,GROCERY I,2013,1023510.0
4351,33,GROCERY I,2014,1148361.4
4352,33,GROCERY I,2015,1151792.9
4353,33,GROCERY I,2016,1135385.6
4354,33,GROCERY I,2017,703785.0
4355,33,GROCERY II,2013,1621.0
4356,33,GROCERY II,2014,1051.0
4357,33,GROCERY II,2015,977.0
4358,33,GROCERY II,2016,837.0
4359,33,GROCERY II,2017,731.0
4360,33,HARDWARE,2013,407.0
4361,33,HARDWARE,2014,358.0
4362,33,HARDWARE,2015,187.0
4363,33,HARDWARE,2016,138.0
4364,33,HARDWARE,2017,154.0
4365,33,HOME AND KITCHEN I,2013,0.0
4366,33,HOME AND KITCHEN I,2014,11501.0
4367,33,HOME AND KITCHEN I,2015,17782.0
4368,33,HOME AND KITCHEN I,2016,12463.0
4369,33,HOME AND KITCHEN I,2017,7976.0
4370,33,HOME AND KITCHEN II,2013,0.0
4371,33,HOME AND KITCHEN II,2014,2344.0
4372,33,HOME AND KITCHEN II,2015,7914.0
4373,33,HOME AND KITCHEN II,2016,5066.0
4374,33,HOME AND KITCHEN II,2017,4169.0
4375,33,HOME APPLIANCES,2013,70.0
4376,33,HOME APPLIANCES,2014,50.0
4377,33,HOME APPLIANCES,2015,54.0
4378,33,HOME APPLIANCES,2016,42.0
4379,33,HOME APPLIANCES,2017,79.0
4380,33,HOME CARE,2013,0.0
4381,33,HOME CARE,2014,58057.0
4382,33,HOME CARE,2015,57869.0
4383,33,HOME CARE,2016,79509.0
4384,33,HOME CARE,2017,49143.0
4385,33,LADIESWEAR,2013,0.0
4386,33,LADIESWEAR,2014,0.0
4387,33,LADIESWEAR,2015,0.0
4388,33,LADIESWEAR,2016,0.0
4389,33,LADIESWEAR,2017,0.0
4390,33,LAWN AND GARDEN,2013,0.0
4391,33,LAWN AND GARDEN,2014,36.0
4392,33,LAWN AND GARDEN,2015,16.0
4393,33,LAWN AND GARDEN,2016,0.0
4394,33,LAWN AND GARDEN,2017,0.0
4395,33,LINGERIE,2013,3291.0
4396,33,LINGERIE,2014,4707.0
4397,33,LINGERIE,2015,6555.0
4398,33,LINGERIE,2016,3622.0
4399,33,LINGERIE,2017,3048.0
4400,33,"LIQUOR,WINE,BEER",2013,20528.0
4401,33,"LIQUOR,WINE,BEER",2014,21431.0
4402,33,"LIQUOR,WINE,BEER",2015,22007.0
4403,33,"LIQUOR,WINE,BEER",2016,30775.0
4404,33,"LIQUOR,WINE,BEER",2017,13646.0
4405,33,MAGAZINES,2013,0.0
4406,33,MAGAZINES,2014,132.0
4407,33,MAGAZINES,2015,310.0
4408,33,MAGAZINES,2016,670.0
4409,33,MAGAZINES,2017,413.0
4410,33,MEATS,2013,73764.64
4411,33,MEATS,2014,87834.88
4412,33,MEATS,2015,98354.51
4413,33,MEATS,2016,101282.945
4414,33,MEATS,2017,62530.96
4415,33,PERSONAL CARE,2013,75155.0
4416,33,PERSONAL CARE,2014,89527.0
4417,33,PERSONAL CARE,2015,92040.0
4418,33,PERSONAL CARE,2016,90971.0
4419,33,PERSONAL CARE,2017,53606.0
4420,33,PET SUPPLIES,2013,0.0
4421,33,PET SUPPLIES,2014,65.0
4422,33,PET SUPPLIES,2015,106.0
4423,33,PET SUPPLIES,2016,449.0
4424,33,PET SUPPLIES,2017,514.0
4425,33,PLAYERS AND ELECTRONICS,2013,0.0
4426,33,PLAYERS AND ELECTRONICS,2014,867.0
4427,33,PLAYERS AND ELECTRONICS,2015,971.0
4428,33,PLAYERS AND ELECTRONICS,2016,1968.0
4429,33,PLAYERS AND ELECTRONICS,2017,1336.0
4430,33,POULTRY,2013,49855.312
4431,33,POULTRY,2014,84284.52
4432,33,POULTRY,2015,89105.45
4433,33,POULTRY,2016,82909.87
4434,33,POULTRY,2017,49822.734
4435,33,PREPARED FOODS,2013,12536.0
4436,33,PREPARED FOODS,2014,13878.0
4437,33,PREPARED FOODS,2015,13962.0
4438,33,PREPARED FOODS,2016,14697.0
4439,33,PREPARED FOODS,2017,7516.0
4440,33,PRODUCE,2013,0.0
4441,33,PRODUCE,2014,288847.1
4442,33,PRODUCE,2015,282860.25
4443,33,PRODUCE,2016,473503.34
4444,33,PRODUCE,2017,303494.88
4445,33,SCHOOL AND OFFICE SUPPLIES,2013,0.0
4446,33,SCHOOL AND OFFICE SUPPLIES,2014,0.0
4447,33,SCHOOL AND OFFICE SUPPLIES,2015,3.0
4448,33,SCHOOL AND OFFICE SUPPLIES,2016,588.0
4449,33,SCHOOL AND OFFICE SUPPLIES,2017,1209.0
4450,33,SEAFOOD,2013,687.0
4451,33,SEAFOOD,2014,582.0
4452,33,SEAFOOD,2015,551.0
4453,33,SEAFOOD,2016,564.0
4454,33,SEAFOOD,2017,343.0
4455,34,AUTOMOTIVE,2013,799.0
4456,34,AUTOMOTIVE,2014,1298.0
4457,34,AUTOMOTIVE,2015,1238.0
4458,34,AUTOMOTIVE,2016,1437.0
4459,34,AUTOMOTIVE,2017,841.0
4460,34,BABY CARE,2013,0.0
4461,34,BABY CARE,2014,21.0
4462,34,BABY CARE,2015,38.0
4463,34,BABY CARE,2016,176.0
4464,34,BABY CARE,2017,78.0
4465,34,BEAUTY,2013,499.0
4466,34,BEAUTY,2014,1060.0
4467,34,BEAUTY,2015,894.0
4468,34,BEAUTY,2016,1445.0
4469,34,BEAUTY,2017,713.0
4470,34,BEVERAGES,2013,457202.0
4471,34,BEVERAGES,2014,820709.0
4472,34,BEVERAGES,2015,907801.0
4473,34,BEVERAGES,2016,991455.0
4474,34,BEVERAGES,2017,601713.0
4475,34,BOOKS,2013,0.0
4476,34,BOOKS,2014,0.0
4477,34,BOOKS,2015,0.0
4478,34,BOOKS,2016,0.0
4479,34,BOOKS,2017,0.0
4480,34,BREAD/BAKERY,2013,270965.0
4481,34,BREAD/BAKERY,2014,262025.0
4482,34,BREAD/BAKERY,2015,242312.0
4483,34,BREAD/BAKERY,2016,226548.0
4484,34,BREAD/BAKERY,2017,150062.0
4485,34,CELEBRATION,2013,0.0
4486,34,CELEBRATION,2014,3808.0
4487,34,CELEBRATION,2015,2379.0
4488,34,CELEBRATION,2016,3545.0
4489,34,CELEBRATION,2017,1964.0
4490,34,CLEANING,2013,311605.0
4491,34,CLEANING,2014,360550.0
4492,34,CLEANING,2015,345391.0
4493,34,CLEANING,2016,316774.0
4494,34,CLEANING,2017,205552.0
4495,34,DAIRY,2013,99918.0
4496,34,DAIRY,2014,236643.0
4497,34,DAIRY,2015,205876.0
4498,34,DAIRY,2016,249502.0
4499,34,DAIRY,2017,167876.0
4500,34,DELI,2013,84016.22
4501,34,DELI,2014,94692.54
4502,34,DELI,2015,100544.125
4503,34,DELI,2016,88981.336
4504,34,DELI,2017,54683.016
4505,34,EGGS,2013,25494.0
4506,34,EGGS,2014,40049.0
4507,34,EGGS,2015,40379.0
4508,34,EGGS,2016,52086.0
4509,34,EGGS,2017,35232.0
4510,34,FROZEN FOODS,2013,36902.395
4511,34,FROZEN FOODS,2014,62702.566
4512,34,FROZEN FOODS,2015,53370.18
4513,34,FROZEN FOODS,2016,42509.49
4514,34,FROZEN FOODS,2017,19080.19
4515,34,GROCERY I,2013,1317712.0
4516,34,GROCERY I,2014,1425602.6
4517,34,GROCERY I,2015,1337447.8
4518,34,GROCERY I,2016,1406187.2
4519,34,GROCERY I,2017,906747.06
4520,34,GROCERY II,2013,3062.0
4521,34,GROCERY II,2014,1871.0
4522,34,GROCERY II,2015,1573.0
4523,34,GROCERY II,2016,2042.0
4524,34,GROCERY II,2017,1292.0
4525,34,HARDWARE,2013,403.0
4526,34,HARDWARE,2014,833.0
4527,34,HARDWARE,2015,668.0
4528,34,HARDWARE,2016,442.0
4529,34,HARDWARE,2017,719.0
4530,34,HOME AND KITCHEN I,2013,0.0
4531,34,HOME AND KITCHEN I,2014,6106.0
4532,34,HOME AND KITCHEN I,2015,10539.0
4533,34,HOME AND KITCHEN I,2016,12865.0
4534,34,HOME AND KITCHEN I,2017,11837.0
4535,34,HOME AND KITCHEN II,2013,0.0
4536,34,HOME AND KITCHEN II,2014,7228.0
4537,34,HOME AND KITCHEN II,2015,10627.0
4538,34,HOME AND KITCHEN II,2016,9440.0
4539,34,HOME AND KITCHEN II,2017,10500.0
4540,34,HOME APPLIANCES,2013,247.0
4541,34,HOME APPLIANCES,2014,263.0
4542,34,HOME APPLIANCES,2015,238.0
4543,34,HOME APPLIANCES,2016,201.0
4544,34,HOME APPLIANCES,2017,155.0
4545,34,HOME CARE,2013,0.0
4546,34,HOME CARE,2014,60680.0
4547,34,HOME CARE,2015,56143.0
4548,34,HOME CARE,2016,86912.0
4549,34,HOME CARE,2017,50664.0
4550,34,LADIESWEAR,2013,0.0
4551,34,LADIESWEAR,2014,790.0
4552,34,LADIESWEAR,2015,1095.0
4553,34,LADIESWEAR,2016,2777.0
4554,34,LADIESWEAR,2017,1142.0
4555,34,LAWN AND GARDEN,2013,102.0
4556,34,LAWN AND GARDEN,2014,376.0
4557,34,LAWN AND GARDEN,2015,217.0
4558,34,LAWN AND GARDEN,2016,622.0
4559,34,LAWN AND GARDEN,2017,2121.0
4560,34,LINGERIE,2013,4406.0
4561,34,LINGERIE,2014,5916.0
4562,34,LINGERIE,2015,3349.0
4563,34,LINGERIE,2016,2188.0
4564,34,LINGERIE,2017,1428.0
4565,34,"LIQUOR,WINE,BEER",2013,22341.0
4566,34,"LIQUOR,WINE,BEER",2014,25038.0
4567,34,"LIQUOR,WINE,BEER",2015,17153.0
4568,34,"LIQUOR,WINE,BEER",2016,15684.0
4569,34,"LIQUOR,WINE,BEER",2017,8974.0
4570,34,MAGAZINES,2013,0.0
4571,34,MAGAZINES,2014,56.0
4572,34,MAGAZINES,2015,331.0
4573,34,MAGAZINES,2016,867.0
4574,34,MAGAZINES,2017,554.0
4575,34,MEATS,2013,73852.1
4576,34,MEATS,2014,68031.77
4577,34,MEATS,2015,64092.098
4578,34,MEATS,2016,63091.887
4579,34,MEATS,2017,41233.81
4580,34,PERSONAL CARE,2013,107683.0
4581,34,PERSONAL CARE,2014,123936.0
4582,34,PERSONAL CARE,2015,120912.0
4583,34,PERSONAL CARE,2016,113705.0
4584,34,PERSONAL CARE,2017,68742.0
4585,34,PET SUPPLIES,2013,0.0
4586,34,PET SUPPLIES,2014,472.0
4587,34,PET SUPPLIES,2015,550.0
4588,34,PET SUPPLIES,2016,752.0
4589,34,PET SUPPLIES,2017,882.0
4590,34,PLAYERS AND ELECTRONICS,2013,0.0
4591,34,PLAYERS AND ELECTRONICS,2014,1163.0
4592,34,PLAYERS AND ELECTRONICS,2015,1007.0
4593,34,PLAYERS AND ELECTRONICS,2016,2376.0
4594,34,PLAYERS AND ELECTRONICS,2017,1776.0
4595,34,POULTRY,2013,46719.816
4596,34,POULTRY,2014,63356.004
4597,34,POULTRY,2015,50033.816
4598,34,POULTRY,2016,45654.934
4599,34,POULTRY,2017,30559.371
4600,34,PREPARED FOODS,2013,12915.0
4601,34,PREPARED FOODS,2014,12027.0
4602,34,PREPARED FOODS,2015,12456.895
4603,34,PREPARED FOODS,2016,12827.5
4604,34,PREPARED FOODS,2017,8646.772
4605,34,PRODUCE,2013,0.0
4606,34,PRODUCE,2014,173802.08
4607,34,PRODUCE,2015,164375.48
4608,34,PRODUCE,2016,268175.94
4609,34,PRODUCE,2017,179527.14
4610,34,SCHOOL AND OFFICE SUPPLIES,2013,0.0
4611,34,SCHOOL AND OFFICE SUPPLIES,2014,791.0
4612,34,SCHOOL AND OFFICE SUPPLIES,2015,962.0
4613,34,SCHOOL AND OFFICE SUPPLIES,2016,2109.0
4614,34,SCHOOL AND OFFICE SUPPLIES,2017,4047.0
4615,34,SEAFOOD,2013,862.0
4616,34,SEAFOOD,2014,1191.0
4617,34,SEAFOOD,2015,918.0
4618,34,SEAFOOD,2016,1482.0
4619,34,SEAFOOD,2017,829.0
4620,35,AUTOMOTIVE,2013,1111.0
4621,35,AUTOMOTIVE,2014,1376.0
4622,35,AUTOMOTIVE,2015,1762.0
4623,35,AUTOMOTIVE,2016,1948.0
4624,35,AUTOMOTIVE,2017,1224.0
4625,35,BABY CARE,2013,0.0
4626,35,BABY CARE,2014,9.0
4627,35,BABY CARE,2015,0.0
4628,35,BABY CARE,2016,70.0
4629,35,BABY CARE,2017,11.0
4630,35,BEAUTY,2013,61.0
4631,35,BEAUTY,2014,98.0
4632,35,BEAUTY,2015,97.0
4633,35,BEAUTY,2016,110.0
4634,35,BEAUTY,2017,83.0
4635,35,BEVERAGES,2013,161631.0
4636,35,BEVERAGES,2014,320277.0
4637,35,BEVERAGES,2015,487693.0
4638,35,BEVERAGES,2016,542169.0
4639,35,BEVERAGES,2017,369256.0
4640,35,BOOKS,2013,0.0
4641,35,BOOKS,2014,0.0
4642,35,BOOKS,2015,0.0
4643,35,BOOKS,2016,0.0
4644,35,BOOKS,2017,0.0
4645,35,BREAD/BAKERY,2013,29177.0
4646,35,BREAD/BAKERY,2014,33494.0
4647,35,BREAD/BAKERY,2015,36857.0
4648,35,BREAD/BAKERY,2016,35271.0
4649,35,BREAD/BAKERY,2017,21820.0
4650,35,CELEBRATION,2013,0.0
4651,35,CELEBRATION,2014,494.0
4652,35,CELEBRATION,2015,641.0
4653,35,CELEBRATION,2016,711.0
4654,35,CELEBRATION,2017,787.0
4655,35,CLEANING,2013,132957.0
4656,35,CLEANING,2014,166298.0
4657,35,CLEANING,2015,195088.0
4658,35,CLEANING,2016,183713.0
4659,35,CLEANING,2017,120815.0
4660,35,DAIRY,2013,24211.0
4661,35,DAIRY,2014,60104.0
4662,35,DAIRY,2015,63565.0
4663,35,DAIRY,2016,70834.0
4664,35,DAIRY,2017,47622.0
4665,35,DELI,2013,19284.0
4666,35,DELI,2014,24895.0
4667,35,DELI,2015,35488.0
4668,35,DELI,2016,35251.0
4669,35,DELI,2017,23271.0
4670,35,EGGS,2013,19176.0
4671,35,EGGS,2014,62453.0
4672,35,EGGS,2015,84039.0
4673,35,EGGS,2016,76108.0
4674,35,EGGS,2017,39752.0
4675,35,FROZEN FOODS,2013,11981.917
4676,35,FROZEN FOODS,2014,16095.881
4677,35,FROZEN FOODS,2015,20682.154
4678,35,FROZEN FOODS,2016,26762.39
4679,35,FROZEN FOODS,2017,14205.501
4680,35,GROCERY I,2013,504182.0
4681,35,GROCERY I,2014,595738.7
4682,35,GROCERY I,2015,693387.2
4683,35,GROCERY I,2016,710024.56
4684,35,GROCERY I,2017,420762.47
4685,35,GROCERY II,2013,1133.0
4686,35,GROCERY II,2014,841.0
4687,35,GROCERY II,2015,1190.0
4688,35,GROCERY II,2016,987.0
4689,35,GROCERY II,2017,896.0
4690,35,HARDWARE,2013,283.0
4691,35,HARDWARE,2014,322.0
4692,35,HARDWARE,2015,261.0
4693,35,HARDWARE,2016,140.0
4694,35,HARDWARE,2017,78.0
4695,35,HOME AND KITCHEN I,2013,0.0
4696,35,HOME AND KITCHEN I,2014,2394.0
4697,35,HOME AND KITCHEN I,2015,3289.0
4698,35,HOME AND KITCHEN I,2016,3345.0
4699,35,HOME AND KITCHEN I,2017,3000.0
4700,35,HOME AND KITCHEN II,2013,0.0
4701,35,HOME AND KITCHEN II,2014,1647.0
4702,35,HOME AND KITCHEN II,2015,3275.0
4703,35,HOME AND KITCHEN II,2016,2685.0
4704,35,HOME AND KITCHEN II,2017,2189.0
4705,35,HOME APPLIANCES,2013,72.0
4706,35,HOME APPLIANCES,2014,68.0
4707,35,HOME APPLIANCES,2015,66.0
4708,35,HOME APPLIANCES,2016,60.0
4709,35,HOME APPLIANCES,2017,70.0
